gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,transcript_id,cds_start,cds_length,tx_length,cds_end,minus_log10_p,is_MAPT,color,name
ENSG00000164733.20,32.37349348311011,0.0038727601808542836,0.43363114555229726,0.008931000968396115,0.9928741869440351,0.9999676128209719,CTSB,ENST00000353047.10,255,1020,3875,1274,0.0031057800823497653,FALSE,grey60,
ENSG00000107819.13,11.100015010412982,0.004610014226542382,0.580788064039729,0.007937515441479583,0.9936668454806833,0.9999676128209719,SFXN3,ENST00000224807.9,457,978,3089,1434,0.0027592005341295672,FALSE,grey60,
ENSG00000204713.10,23.93291752244501,0.004611468213099188,0.38631358925844983,0.011937111044815055,0.9904757895887473,0.9999676128209719,TRIM27,ENST00000377199.3,358,1542,2967,1899,0.004156135548467013,FALSE,grey60,
ENSG00000143222.11,16.32464989996217,0.004696766997038941,0.42424304574601013,0.01107093456011733,0.9911668526811805,0.9999676128209719,UFC1,ENST00000368003.5,247,504,1114,750,0.003853230379335734,FALSE,grey60,
ENSG00000008283.15,109.22812292853003,0.004765771226304664,0.3130862189235197,0.015221913128884285,0.987855139537859,0.9999676128209719,CYB561,ENST00000582997.5,13,777,877,789,0.005306736294849162,FALSE,grey60,
ENSG00000163166.14,9.007953503361918,0.005102204564839442,0.5085548608498764,0.010032751542897147,0.9919951567311653,0.9999676128209719,IWS1,ENST00000295321.8,261,2460,2958,2720,0.0034904482188697714,FALSE,grey60,
ENSG00000143315.7,13.087455446779808,0.0051598182668832334,0.48092196326687603,0.010729013563516368,0.9914396499581275,0.9999676128209719,PIGM,ENST00000368090.4,253,1272,7039,1524,0.0037337166456258425,FALSE,grey60,
ENSG00000175063.16,32.819864927508995,0.005178779185390827,0.3229948149446714,0.016033629475686616,0.9872075626975495,0.9999676128209719,UBE2C,ENST00000356455.8,121,540,850,660,0.0055915262998595915,FALSE,grey60,
ENSG00000109685.17,14.021804557054795,0.005411315362746844,0.4687912492943356,0.011543123663021473,0.9907901243726146,0.9999676128209719,NSD2,ENST00000382895.7,432,4098,7827,4529,0.0040183308627988685,FALSE,grey60,
ENSG00000118058.21,11.692247925237378,0.005477942812240434,0.525318653589069,0.010427847507059133,0.9916799322593501,0.9999676128209719,KMT2A,ENST00000534358.6,50,11919,16628,11968,0.003628475107025351,FALSE,grey60,
ENSG00000116133.12,38.181996054874716,0.006156914970748167,0.3691199051221448,0.016679986327778215,0.986691913537805,0.9999676128209719,DHCR24,ENST00000371269.8,77,1551,4227,1627,0.0058184310561204015,FALSE,grey60,
ENSG00000115306.15,97.74885879547256,0.006537049661369978,0.31391963879323437,0.02082395891668204,0.9833860854296758,0.9999676128209719,SPTBN1,ENST00000356805.8,282,7095,8482,7376,0.007275941117916462,FALSE,grey60,
ENSG00000204209.12,30.080057641569635,0.006662203261689635,0.35377321818176627,0.018831847407585953,0.9849752477665479,0.9999676128209719,DAXX,ENST00000374542.9,206,2223,2613,2428,0.006574683099821323,FALSE,grey60,
ENSG00000151503.12,13.479601037741096,0.006857862732534502,0.4640915953811686,0.01477695955019825,0.9882101211909577,0.9999676128209719,NCAPD3,ENST00000534548.6,66,4497,5061,4562,0.005150702404835642,FALSE,grey60,
ENSG00000107862.4,15.117617795475107,0.006984445323851735,0.43266083370620606,0.016143003433018048,0.9871203061988861,0.9999676128209719,GBF1,ENST00000369983.3,261,5580,6403,5840,0.0056299140636159265,FALSE,grey60,
ENSG00000132676.15,21.21931392181033,0.006992974077921048,0.3738564818571521,0.018704969466312515,0.9850764638885094,0.9999676128209719,DAP3,ENST00000368336.9,125,1197,2089,1321,0.006530057262817985,FALSE,grey60,
ENSG00000149182.14,10.159909531108056,0.007056713555419081,0.5457072709651214,0.012931316716632326,0.9896825895861746,0.9999676128209719,ARFGAP2,ENST00000524782.5,230,1566,2976,1795,0.004504069740207424,FALSE,grey60,
ENSG00000143514.16,18.955261392540766,0.007061647512756788,0.4186047039174872,0.016869489154495352,0.9865407334302848,0.9999676128209719,TP53BP2,ENST00000343537.11,293,3405,4651,3697,0.005884978390717699,FALSE,grey60,
ENSG00000163512.13,9.514332865405338,0.007297453332643487,0.5075248903120687,0.014378513195986119,0.988528001604948,0.9999676128209719,AZI2,ENST00000479665.5,533,1179,4706,1711,0.005011024104205854,FALSE,grey60,
ENSG00000067141.16,19.929511510948327,0.007489622356522684,0.4044454956408234,0.01851824890435671,0.9852254195411049,0.9999676128209719,NEO1,ENST00000339362.9,448,4386,7342,4833,0.006464391571039695,FALSE,grey60,
ENSG00000120053.11,13.384329211231185,0.007842658129680064,0.4428116697492304,0.017711046626484473,0.9858693680971278,0.9999676128209719,GOT1,ENST00000370508.6,1005,1242,2923,2246,0.006180627120731435,FALSE,grey60,
ENSG00000136574.17,13.609347494764176,0.007950395786945536,0.4918846299519245,0.016163131154804708,0.9871042486954399,0.9999676128209719,GATA4,ENST00000532059.5,81,1332,1459,1412,0.00563697879708073,FALSE,grey60,
ENSG00000181222.15,128.33172330944308,0.007966385378247896,0.2387057002036869,0.033373251545523216,0.9733769399514011,0.9999676128209719,NA,NA,NA,NA,NA,NA,0.011718946741051298,FALSE,grey60,NA
ENSG00000132670.20,8.29983081858454,0.008030743994406262,0.570466081386335,0.014077513556792215,0.9887681402613332,0.9999676128209719,PTPRA,ENST00000380393.7,687,2409,3636,3095,0.004905535713605896,FALSE,grey60,
ENSG00000114902.13,53.18890018911642,0.008058111633888832,0.3089343343029757,0.026083574207022724,0.9791906784899219,0.9999676128209719,SPCS1,ENST00000619898.4,411,510,4254,920,0.009132729491466308,FALSE,grey60,
ENSG00000107798.17,9.00541306647518,0.008175469737320005,0.5561687133298536,0.014699621789892524,0.988271821094353,0.9999676128209719,LIPA,ENST00000336233.9,324,1200,2782,1523,0.005123587633874235,FALSE,grey60,
ENSG00000179526.16,8.014678419727025,0.008183469618539347,0.5773487955274313,0.014174221340608181,0.9886909863117856,0.9999676128209719,SHARPIN,ENST00000398712.6,438,1164,1765,1601,0.004939425197451372,FALSE,grey60,
ENSG00000171603.17,49.39850015152238,0.008368296240701964,0.2999632516532141,0.027897738121523324,0.9777437124602666,0.9999676128209719,CLSTN1,ENST00000377298.8,794,2946,5221,3739,0.009774968168049415,FALSE,grey60,
ENSG00000134779.14,14.902536347730635,0.008866014689240118,0.4207546523209719,0.021071697342699126,0.9831884621293902,0.9999676128209719,TPGS2,ENST00000590842.5,76,915,1239,990,0.007363226605471444,FALSE,grey60,
ENSG00000132388.12,12.060206455290539,0.009232868154537067,0.4587480829458472,0.020126227220936332,0.9839426780837651,0.9999676128209719,UBE2G1,ENST00000396981.6,167,513,3974,679,0.007030201687607282,FALSE,grey60,
ENSG00000171858.17,102.9811051492885,0.009315648540112655,0.3316226336590364,0.02809111198872723,0.9775894828831656,0.9999676128209719,RPS21,ENST00000343986.8,40,252,344,291,0.009843479309352237,FALSE,grey60,
ENSG00000110955.8,212.57070775274437,0.009407361894736857,0.18459156180757336,0.050963119888131826,0.959354908405497,0.9999676128209719,ATP5F1B,ENST00000262030.7,106,1590,1839,1695,0.018020698097437098,FALSE,grey60,
ENSG00000100353.17,34.40571924689469,0.00957160055236383,0.33882006902886586,0.028249804032559757,0.9774629151820299,0.9999676128209719,EIF3D,ENST00000216190.12,372,1647,2155,2018,0.009899710696625147,FALSE,grey60,
ENSG00000169020.9,10.661592909769615,0.00965406566874621,0.49533270920348454,0.01949006292007315,0.9844501641799506,0.9999676128209719,ATP5ME,ENST00000304312.4,92,210,365,301,0.006806264258688589,FALSE,grey60,
ENSG00000167193.7,15.593620524596448,0.009817636579946235,0.42637384032584996,0.023025888671882988,0.9816296222474544,0.9999676128209719,CRK,ENST00000300574.2,142,915,3880,1056,0.008052344551120003,FALSE,grey60,
ENSG00000103932.11,17.97598250104264,0.00991566782608673,0.44339794854188713,0.022362908666344477,0.9821584675436631,0.9999676128209719,RPAP1,ENST00000304330.8,118,4182,4665,4299,0.007818434792047703,FALSE,grey60,
ENSG00000143294.14,57.88872426905585,0.009970472792069522,0.2948808046985496,0.033811874605612684,0.9730271667947921,0.9999676128209719,PRCC,ENST00000271526.8,273,1476,2105,1748,0.011875034115653334,FALSE,grey60,
ENSG00000088325.15,37.69575771772046,0.010015844002329488,0.35350417268910567,0.02833302907328923,0.9773965377766738,0.9999676128209719,TPX2,ENST00000300403.10,529,2244,3497,2772,0.009929203702719935,FALSE,grey60,
ENSG00000099901.16,16.76861739389817,0.01015378114240056,0.4168654484268017,0.02435745437939188,0.9805674847344144,0.9999676128209719,RANBP1,ENST00000430524.5,248,837,1389,1084,0.008522511900105535,FALSE,grey60,
ENSG00000100979.14,30.563333753652486,0.010180115259116801,0.3225409917384894,0.031562237110533416,0.9748211587957266,0.9999676128209719,PLTP,ENST00000477313.5,596,1482,2255,2077,0.011075052888523387,FALSE,grey60,
ENSG00000180573.9,73.49416402418531,0.010311782073764472,0.2931624661361423,0.03517429161267788,0.971940761863234,0.9999676128209719,HIST1H2AC,ENST00000377791.3,89,393,1654,481,0.012360203777328327,FALSE,grey60,
ENSG00000143079.14,11.084929083922528,0.010399830669059475,0.5046741454346215,0.020607020912678655,0.9835591397778604,0.9999676128209719,CTTNBP2NL,ENST00000271277.10,226,1920,5897,2145,0.0071995215534906894,FALSE,grey60,
ENSG00000104435.13,91.11747974483761,0.01080463486130108,0.26650703753173893,0.040541649336424485,0.9676613029511605,0.9999676128209719,STMN2,ENST00000518111.5,45,564,799,608,0.014276626161674008,FALSE,grey60,
ENSG00000109917.10,11.462245433571047,0.01099608222762384,0.5149741694188122,0.021352686951335367,0.9829643152935532,0.9999676128209719,ZPR1,ENST00000227322.7,61,1380,6566,1440,0.007462248141823639,FALSE,grey60,
ENSG00000178913.7,30.583620002431672,0.011235463116667179,0.373621519558331,0.03007177726258635,0.9760098090295106,0.9999676128209719,TAF7,ENST00000313368.7,778,1050,2334,1827,0.010545817593572124,FALSE,grey60,
ENSG00000164715.5,14.422863115482537,0.011296958425874953,0.5123043071166742,0.022051265759321714,0.9824070613015038,0.9999676128209719,LMTK2,ENST00000297293.5,294,4512,8946,4805,0.007708524589250335,FALSE,grey60,
ENSG00000160688.18,21.460032352042504,0.011960544114145407,0.4121952939920675,0.029016692544712997,0.9768512774742405,0.9999676128209719,FLAD1,ENST00000292180.7,323,1764,2160,2086,0.010171551213454835,FALSE,grey60,
ENSG00000147872.9,16.894500052088937,0.012007684243872241,0.4195147451933466,0.028622794267548622,0.9771654323339962,0.9999676128209719,PLIN2,ENST00000276914.6,181,1314,1972,1494,0.010031904789198891,FALSE,grey60,
ENSG00000135250.16,14.865557283063207,0.01210844588100033,0.42648492680379235,0.02839126337182583,0.9773500922133949,0.9999676128209719,SRPK2,ENST00000393651.7,89,2100,3650,2188,0.009949841724584515,FALSE,grey60,
ENSG00000112759.17,29.60259407895554,0.01230163212418402,0.3647479389504362,0.03372639242207103,0.9730953328314411,0.9999676128209719,SLC29A1,ENST00000393844.5,333,1371,2326,1703,0.011844610405339424,FALSE,grey60,
ENSG00000164151.11,9.941467673201847,0.012555090872721181,0.5348931720559666,0.02347214645583011,0.9812736562702574,0.9999676128209719,ICE1,ENST00000296564.8,223,6801,7927,7023,0.008209860270848579,FALSE,grey60,
ENSG00000033178.12,12.6917895397569,0.012751209964332946,0.49187659217687646,0.025923595810689995,0.9793182796339069,0.9999676128209719,UBA6,ENST00000322244.9,61,3159,9564,3219,0.009076139019856991,FALSE,grey60,
ENSG00000164111.14,32.913633253655256,0.012813062994018149,0.32342627848214706,0.03961664170935765,0.9683987596888726,0.9999676128209719,ANXA5,ENST00000296511.9,287,963,1762,1249,0.01394577546804065,FALSE,grey60,
ENSG00000167325.14,44.970385574535804,0.013154194008717259,0.3148623312899656,0.0417776046909949,0.9666759882902752,0.9999676128209719,RRM1,ENST00000300738.9,205,2379,3076,2583,0.014719068913627145,FALSE,grey60,
ENSG00000160213.7,14.891424861681417,0.013477640395723493,0.45761177571665695,0.029452127569524235,0.9765039990260552,0.9999676128209719,CSTB,ENST00000291568.6,177,297,2164,473,0.010325973828873819,FALSE,grey60,
ENSG00000115207.13,19.625873391084774,0.013895691320055718,0.4418361200560264,0.03144987629869123,0.9749107652685408,0.9999676128209719,GTF3C2,ENST00000359541.6,431,2736,3992,3166,0.01103513396814966,FALSE,grey60,
ENSG00000116560.10,213.9884969250556,0.013992930626846714,0.2878303390687773,0.048615203915328364,0.9612259533198213,0.9999676128209719,SFPQ,ENST00000357214.5,100,2124,3747,2223,0.017174511659836297,FALSE,grey60,
ENSG00000117394.21,46.35208732340457,0.014064138737286193,0.3855757986855307,0.03647567815519633,0.970903071821234,0.9999676128209719,SLC2A1,ENST00000426263.8,526,1479,3670,2004,0.012824124854469942,FALSE,grey60,
ENSG00000144635.8,15.435435635956576,0.014292938664906057,0.4084367458395533,0.03499425262417689,0.9720843238094715,0.9999676128209719,DYNC1LI1,ENST00000273130.8,105,1572,2504,1676,0.012296060406303851,FALSE,grey60,
ENSG00000197903.7,14.689143627344139,0.014760542589600125,0.4652234846651139,0.03172785355026809,0.974689082143524,0.9999676128209719,HIST1H2BK,ENST00000356950.1,1,381,381,381,0.011133898602819272,FALSE,grey60,
ENSG00000196365.11,31.48022129732753,0.014972914110795797,0.37191092397325304,0.040259409298428174,0.9678863142122186,0.9999676128209719,LONP1,ENST00000360614.7,159,2880,3236,3038,0.01417565096621272,FALSE,grey60,
ENSG00000163950.12,16.167623917978467,0.015018666442509165,0.4156138110107506,0.036136110121038977,0.9711738294076973,0.9999676128209719,SLBP,ENST00000489418.5,368,813,1977,1180,0.012703029210500472,FALSE,grey60,
ENSG00000213639.9,12.350777481632138,0.015133284473864039,0.4855236802298087,0.03116899358379623,0.975134767430005,0.9999676128209719,PPP1CB,ENST00000395366.2,273,984,4893,1256,0.010935358961407553,FALSE,grey60,
ENSG00000136518.16,21.377122432078284,0.015778581684846516,0.4051680268637077,0.03894330410764171,0.9689355910526452,0.9999676128209719,ACTL6A,ENST00000429709.6,214,1290,1901,1503,0.013705091246572165,FALSE,grey60,
ENSG00000133606.10,9.740324304550004,0.016318114227871373,0.5046949708073571,0.032332626976186024,0.9742067902353974,0.9999676128209719,MKRN1,ENST00000255977.6,226,1449,3151,1674,0.011348847714888666,FALSE,grey60,
ENSG00000183624.13,9.080234693160806,0.01643926775428695,0.521581733924336,0.03151810480516508,0.974856353770785,0.9999676128209719,HMCES,ENST00000383463.8,90,1065,2515,1154,0.011059373389363452,FALSE,grey60,
ENSG00000167925.15,7.563386321275597,0.01653966142615548,0.5965062063463998,0.027727559663563092,0.9778794427175123,0.9999676128209719,GHDC,ENST00000301671.12,443,1593,2650,2035,0.00971468364780564,FALSE,grey60,
ENSG00000184967.6,17.211814941666617,0.01719541158799533,0.4086948097483349,0.04207396614256951,0.9664397337964895,0.9999676128209719,NOC4L,ENST00000330579.5,42,1551,1632,1592,0.01482522295532732,FALSE,grey60,
ENSG00000105879.11,21.401167822811598,0.01735770547819409,0.38997880533913765,0.0445093559971786,0.9644983943619545,0.9999676128209719,CBLL1,ENST00000440859.7,468,1476,4432,1943,0.015698491006435226,FALSE,grey60,
ENSG00000126254.11,18.76964163419265,0.017691103891115712,0.4258535066972982,0.041542698634370434,0.9668632536292473,0.9999676128209719,RBM42,ENST00000262633.8,106,1443,1680,1548,0.014634945145297663,FALSE,grey60,
ENSG00000130723.19,38.45578171830481,0.01770518496692523,0.3767290660096799,0.046997130204098195,0.9625155147685033,0.9999676128209719,PRRC2B,ENST00000357304.8,56,6690,11042,6745,0.0165922613788965,FALSE,grey60,
ENSG00000005022.5,50.4097758482665,0.01779600558238863,0.28534387179298043,0.062366874993901374,0.9502706735139159,0.9999676128209719,SLC25A5,ENST00000317881.8,117,897,1274,1013,0.022152673374055895,FALSE,grey60,
ENSG00000076248.10,21.368334026303355,0.017926750745260473,0.43829364595759585,0.04090123347805698,0.9673746340986217,0.9999676128209719,UNG,ENST00000242576.6,107,942,2071,1048,0.014405304600475267,FALSE,grey60,
ENSG00000038358.14,20.055936261554976,0.018017949502056492,0.38969247263050727,0.04623632933023184,0.9631218868074742,0.9999676128209719,EDC4,ENST00000358933.9,240,4206,4800,4445,0.01631874774751996,FALSE,grey60,
ENSG00000198561.13,23.440677640935757,0.018179443020852518,0.3999315607096918,0.04545638505896482,0.9637435386192552,0.9999676128209719,CTNND1,ENST00000399050.8,537,2907,6313,3443,0.016038520641541477,FALSE,grey60,
ENSG00000101439.8,19.288217293572913,0.018396268151846903,0.4127912629929662,0.04456554632107213,0.9644536054134282,0.9999676128209719,CST3,ENST00000398411.5,84,441,3286,524,0.01571865904918693,FALSE,grey60,
ENSG00000167315.17,6.751814985274321,0.01853997313312438,0.6238693200880568,0.029717718977601802,0.9762921804619498,0.9999676128209719,ACAA2,ENST00000285093.14,477,1194,3350,1670,0.010420189123724067,FALSE,grey60,
ENSG00000044090.8,8.935797601031343,0.018914962993830595,0.5435655651511584,0.03479794197149077,0.9722408617080548,0.9999676128209719,CUL7,ENST00000535468.1,88,5349,5504,5436,0.01222613018453157,FALSE,grey60,
ENSG00000108518.7,56.05704212677443,0.018946006468489877,0.28164775118774543,0.06726844573973016,0.9463679966225795,0.9999676128209719,PFN1,ENST00000225655.5,621,423,1291,1043,0.023939954691646635,FALSE,grey60,
ENSG00000128585.17,8.30044428926495,0.019179206318237926,0.5485898679371358,0.03496091969463008,0.9721109033752086,0.9999676128209719,MKLN1,ENST00000352689.10,41,2208,11156,2248,0.012284185715356876,FALSE,grey60,
ENSG00000135486.17,16.768332879435697,0.019324614763252358,0.42113295226029257,0.04588720654494939,0.9634001511348023,0.9999676128209719,HNRNPA1,ENST00000340913.10,54,1119,1842,1172,0.01619328989099986,FALSE,grey60,
ENSG00000175467.14,24.04198355075561,0.019332322192704896,0.37149389283585743,0.05203940782210053,0.9584972930368584,0.9999676128209719,SART1,ENST00000312397.9,93,2403,3293,2495,0.018409109307374202,FALSE,grey60,
ENSG00000142444.6,6.992866255322622,0.020351902278777263,0.6507184139250406,0.03127605096652712,0.9750493896224912,0.9999676128209719,TIMM29,ENST00000270502.6,91,783,1425,873,0.010973385227357725,FALSE,grey60,
ENSG00000086232.12,16.92721258320715,0.02061687692865136,0.3958124643249844,0.052087487855672326,0.9584589826776727,0.9999676128209719,EIF2AK1,ENST00000199389.10,148,1893,4469,2040,0.018426468052387915,FALSE,grey60,
ENSG00000125386.15,11.278184197688601,0.020670301849034574,0.5665879106505228,0.03648207358554854,0.9708979724001465,0.9999676128209719,FAM193A,ENST00000324666.9,352,3798,4846,4149,0.012826405881607918,FALSE,grey60,
ENSG00000100345.21,118.53987086387674,0.0206770587592023,0.28323855020544264,0.07300227579969082,0.941804306518721,0.9999676128209719,MYH9,ENST00000216181.10,281,5883,7554,6163,0.02603932802257996,FALSE,grey60,
ENSG00000204356.13,21.843174575471547,0.020757067392925332,0.39101906256379676,0.05308454083242734,0.9576645487135037,0.9999676128209719,NELFE,ENST00000375429.7,228,1143,1584,1370,0.01878658920427821,FALSE,grey60,
ENSG00000178028.13,6.887625725187333,0.021029556752460092,0.6564768454758484,0.03203396570250209,0.974444964075738,0.9999676128209719,DMAP1,ENST00000372289.6,264,1404,1730,1667,0.011242684481894484,FALSE,grey60,
ENSG00000105221.16,12.66152904043498,0.0211614811107207,0.4480082406104995,0.04723458006460777,0.9623262673634182,0.9999676128209719,AKT2,ENST00000392038.6,300,1446,5300,1745,0.01667765967476761,FALSE,grey60,
ENSG00000178927.17,8.05281543336834,0.021237689325870935,0.5377290574185856,0.0394951491515528,0.9684956209174143,0.9999676128209719,CYBC1,ENST00000437807.6,319,564,2242,882,0.013902338616220238,FALSE,grey60,
ENSG00000163541.11,11.578058822604635,0.021253323496647984,0.4894428754571672,0.0434235016227301,0.9653639437819158,0.9999676128209719,SUCLG1,ENST00000393868.6,212,1041,1475,1252,0.015308926056978507,FALSE,grey60,
ENSG00000197121.14,12.810580104607627,0.02150823027118597,0.48091667092478335,0.044723403390916995,0.9643277791512128,0.9999676128209719,PGAP1,ENST00000354764.8,116,2769,11114,2884,0.015775322444918007,FALSE,grey60,
ENSG00000131504.16,31.39771468740937,0.02185146805899165,0.34809229361554317,0.06277492624736444,0.9499457324352796,0.9999676128209719,DIAPH1,ENST00000389054.7,142,3819,5795,3960,0.022301203950183084,FALSE,grey60,
ENSG00000131873.6,13.057465781422584,0.021906738072818274,0.47747647783991554,0.04588024560272263,0.9634056993197164,0.9999676128209719,CHSY1,ENST00000254190.3,477,2409,4550,2885,0.016190788812759687,FALSE,grey60,
ENSG00000170248.14,31.647582034816956,0.022096805321939302,0.3281085139861161,0.06734602846323678,0.9463062346229756,0.9999676128209719,PDCD6IP,ENST00000457054.6,159,2622,5962,2780,0.023968298603330978,FALSE,grey60,
ENSG00000183337.16,28.629889751526022,0.02238699452533687,0.3487507860920768,0.06419195430695396,0.9488173837166118,0.9999676128209719,BCOR,ENST00000378444.8,230,5268,6358,5497,0.022817366999375473,FALSE,grey60,
ENSG00000110074.10,8.230497372378334,0.022575456777665013,0.5446625456995008,0.04144852065910231,0.9669383321155378,0.9999676128209719,FOXRED1,ENST00000263578.9,75,1461,1970,1535,0.014601222789744373,FALSE,grey60,
ENSG00000125827.8,10.705202766281111,0.023085307170483255,0.5048601392804646,0.04572614348873895,0.9635285261083671,0.9999676128209719,TMX4,ENST00000246024.6,217,1050,6169,1266,0.016135423148577455,FALSE,grey60,
ENSG00000134294.13,44.33719464436611,0.02314464472539328,0.3537881561584606,0.06541950125381492,0.9478399975822299,0.9999676128209719,SLC38A2,ENST00000256689.9,446,1521,4888,1966,0.02326496860271179,FALSE,grey60,
ENSG00000136810.12,19.244677405667954,0.02322605525379554,0.43829061188511104,0.0529923631124542,0.9577379925188574,0.9999676128209719,TXN,ENST00000374517.5,206,318,869,523,0.018753284205747518,FALSE,grey60,
ENSG00000108021.20,19.965841259882286,0.023568149006917855,0.42537906781510415,0.05540505114173135,0.9558157717917017,0.9999676128209719,FAM208B,ENST00000328090.9,626,7293,8626,7918,0.01962580751935409,FALSE,grey60,
ENSG00000213619.9,19.22113068485732,0.02364833166001576,0.40990306194884707,0.057692498191113536,0.9539935693210373,0.9999676128209719,NDUFS3,ENST00000263774.8,83,795,958,877,0.020454552777876847,FALSE,grey60,
ENSG00000103978.15,9.742640935180445,0.02387010782946965,0.5031207745976659,0.04744409103074312,0.9621592890036992,0.9999676128209719,TMEM87A,ENST00000389834.8,266,1668,3109,1933,0.016753022963585523,FALSE,grey60,
ENSG00000103202.12,14.92949850879191,0.024001236605330826,0.4208867951373172,0.0570253970488674,0.9545249641362364,0.9999676128209719,NME4,ENST00000219479.6,15,564,995,578,0.0202127088157973,FALSE,grey60,
ENSG00000125818.17,27.238871482828895,0.02402428821251332,0.35948680181178994,0.06682940261348255,0.946717515826135,0.9999676128209719,PSMF1,ENST00000335877.10,177,816,4290,992,0.023779587648372635,FALSE,grey60,
ENSG00000100300.17,7.693306135992545,0.02444392083620761,0.6318224789656678,0.03868795690242584,0.9691391752216298,0.9999676128209719,TSPO,ENST00000396265.4,316,510,1075,825,0.013613850719574248,FALSE,grey60,
ENSG00000184445.11,10.603512244371178,0.02452734710153868,0.5601609897291153,0.043786246367137606,0.9650747903791133,0.9999676128209719,KNTC1,ENST00000333479.11,178,6630,6975,6807,0.015439028842399902,FALSE,grey60,
ENSG00000105204.13,8.254300982312902,0.025168456910458183,0.6157351264086562,0.04087546061771076,0.9673951806833234,0.9999676128209719,DYRK1B,ENST00000593685.5,470,1890,2724,2359,0.014396080486795092,FALSE,grey60,
ENSG00000143337.18,18.53479486459496,0.02520685898087259,0.43485201968342335,0.05796652157491056,0.953775295581025,0.9999676128209719,TOR1AIP1,ENST00000528443.6,462,1755,3685,2216,0.020553930729775873,FALSE,grey60,
ENSG00000163171.7,13.03126120101333,0.025253724114161557,0.48124196669401736,0.0524761468490514,0.9581493011986217,0.9999676128209719,CDC42EP3,ENST00000295324.3,1002,765,5700,1766,0.018566812805983456,FALSE,grey60,
ENSG00000171222.10,29.977807855342263,0.025813222609791853,0.39028458567836727,0.06613948784301842,0.9472667729084916,0.9999676128209719,SCAND1,ENST00000373991.3,1072,540,1727,1611,0.023527696090327836,FALSE,grey60,
ENSG00000160785.13,8.395940842411905,0.025833990597031984,0.5407829985053094,0.04777145485053252,0.9618983863028752,0.9999676128209719,SLC25A44,ENST00000423538.6,330,969,3662,1298,0.016870803844512554,FALSE,grey60,
ENSG00000037474.14,24.465138605801503,0.02633256550666268,0.36315290227689356,0.07251095982315697,0.9421952837523101,0.9999676128209719,NSUN2,ENST00000264670.10,313,2304,3303,2616,0.02585907399448788,FALSE,grey60,
ENSG00000131165.14,14.337220665669344,0.027085870278980573,0.45807805214727565,0.05912937795647161,0.9528490593462501,0.9999676128209719,CHMP1A,ENST00000397901.7,258,591,2483,848,0.020975890426563067,FALSE,grey60,
ENSG00000164109.13,13.61485718597325,0.027186711989719455,0.4684458808864689,0.05803597192117982,0.953719975352934,0.9999676128209719,MAD2L1,ENST00000296509.10,341,618,5468,958,0.02057912111443413,FALSE,grey60,
ENSG00000128708.12,16.35003975652256,0.027298815282882825,0.44337504465860234,0.06157048217249765,0.9509048841423757,0.9999676128209719,HAT1,ENST00000264108.4,37,1260,1626,1296,0.021862921924841034,FALSE,grey60,
ENSG00000166887.15,10.900548255798142,0.028152295441289867,0.46806246740838225,0.06014644924889293,0.9520389957501092,0.9999676128209719,VPS39,ENST00000348544.4,1,2661,2661,2661,0.02134526244300317,FALSE,grey60,
ENSG00000170035.15,10.109095658589593,0.028220644614141283,0.583284547350798,0.04838229427183654,0.9614115699025482,0.9999676128209719,UBE2E3,ENST00000410062.8,394,624,1570,1017,0.01709065575158027,FALSE,grey60,
ENSG00000157224.15,18.14286245859274,0.028223192274328054,0.390967595424648,0.07218806009657537,0.942452247045912,0.9999676128209719,CLDN12,ENST00000287916.8,288,735,3565,1022,0.025740645758617942,FALSE,grey60,
ENSG00000168906.12,34.41780661779716,0.028444199040285216,0.31537835920234075,0.09019071287017497,0.9281356643060238,0.9999676128209719,MAT2A,ENST00000306434.7,124,1188,2819,1311,0.032388538917681786,FALSE,grey60,
ENSG00000173786.16,18.69221824985166,0.028452915476134138,0.42889248994515305,0.06634043762289404,0.9471067895492916,0.9999676128209719,CNP,ENST00000393892.7,145,1266,5217,1410,0.023601050038713742,FALSE,grey60,
ENSG00000277258.4,11.1418689913501,0.02856481212297469,0.517940516708502,0.055150758053267,0.9560183585669879,0.9999676128209719,PCGF2,ENST00000616199.4,703,1035,3062,1737,0.01953376782035975,FALSE,grey60,
ENSG00000197183.14,9.55485714091822,0.028720554656893427,0.5368041873941342,0.05350285137736104,0.9573312588347042,0.9999676128209719,NOL4L,ENST00000621426.6,1,2043,6577,2043,0.018937760247188896,FALSE,grey60,
ENSG00000112941.13,6.959045424648931,0.028742423744165142,0.6130940145565896,0.04688094005444277,0.9626081190225384,0.9999676128209719,TENT4A,ENST00000631941.2,189,1629,1902,1817,0.016550479629554988,FALSE,grey60,
ENSG00000115884.10,24.1391394613981,0.029379331759282434,0.3839493795186759,0.0765187634789585,0.9390063866406135,0.9999676128209719,SDC1,ENST00000381150.5,392,933,3291,1324,0.027331453875163038,FALSE,grey60,
ENSG00000172757.12,203.4075642147883,0.029536151594343023,0.2333071831726177,0.1265976949046186,0.8992588214617736,0.9999676128209719,CFL1,ENST00000525451.6,717,501,1878,1217,0.04611529318876237,FALSE,grey60,
ENSG00000165533.18,18.6507966252141,0.029730225305469087,0.4221501703300604,0.0704257096052439,0.9438548287421861,0.9999676128209719,TTC8,ENST00000614125.4,197,1596,2377,1792,0.025094797994817047,FALSE,grey60,
